region,Year,Gender,Age_Group,IM,outcome,Condition_Alcohol,Count,Total_Days,Acute_Days,ALC_Days,Cost,AAF_Total,AAF_Sensitivity,AA_Count,AA_Total_Days,AA_Acute_Days,AA_ALC_Days,AA_Cost
BC,2011,Male,35-64,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,27,105,105,0,182645.7942,1,1,27,105,105,0,182645.7942
BC,2011,Male,35-64,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,18,46,46,0,71857.294,1,1,18,46,46,0,71857.294
BC,2011,Male,35-64,(8).(6),Morbidity,Other unintentional injuries,1560,9594,8797,797,14265432.47,0.247037,0.247037,385.37772,2370.072978,2173.184489,196.888489,3524089.64
BC,2011,Male,35-64,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,456,3779,3517,262,3560956.286,0.293661,0.293661,133.909416,1109.744919,1032.805737,76.939182,1045713.984
BC,2011,Male,35-64,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,16,103,103,0,90833.9193,1,1,16,103,103,0,90833.9193
BC,2011,Male,35-64,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2011,Male,35-64,(9).(3),Morbidity,Other intentional self-harm,84,1474,1157,317,1416935.83,0.293661,0.293661,24.667524,432.856314,339.765777,93.090537,416098.7928
BC,2011,Male,35-64,(9).(4),Morbidity,Assault / homicide,414,3209,2712,497,4709945.684,0.293661,0.293661,121.575654,942.358149,796.408632,145.949517,1383127.36
BC,2011,Male,35-64,(9).(5),Morbidity,Other intentional injury,9,203,203,0,193424.7357,0.293661,0.293661,2.642949,59.613183,59.613183,0,56801.30131
BC,2011,Male,35-64,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2011,Male,35-64,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
BC,2011,Male,35-64,(A).(3),Morbidity,Fetal alcohol syndrome,1,1,1,0,5485.5821,1,1,1,1,1,0,5485.5821
BC,2011,Male,65+,(1).(1),Morbidity,Tuberculosis,38,1615,1557,58,1179400.977,0.413272,0.413272,15.704336,667.43428,643.464504,23.969776,487413.4005
BC,2011,Male,65+,(1).(2),Morbidity,HIV,17,474,422,52,536172.1162,0.042612,0.042612,0.724404,20.198088,17.982264,2.215824,22847.36622
BC,2011,Male,65+,(1).(3),Morbidity,Lower respiratory tract infections,2435,23234,20172,3062,20745998.85,0.094537,0.094537,230.197595,2196.472658,1907.000364,289.472294,1961264.493
BC,2011,Male,65+,(2).(1),Morbidity,Oral cavity and pharynx cancer,62,756,751,5,1149840.717,0.496055,0.496055,30.75541,375.01758,372.537305,2.480275,570384.237
BC,2011,Male,65+,(2).(2),Morbidity,Oesaphageal cancer,93,1129,1059,70,1308955.383,0.508346,0.508346,47.276178,573.922634,538.338414,35.58422,665402.2331
BC,2011,Male,65+,(2).(3),Morbidity,Colorectal cancer,1015,12375,11552,823,15514706.37,0.293402,0.293402,297.80303,3630.84975,3389.379904,241.469846,4552045.877
BC,2011,Male,65+,(2).(4),Morbidity,Liver cancer,153,1331,1229,102,1500103.802,0.208393,0.208343,31.884129,277.371083,256.114997,21.256086,312611.1316
BC,2011,Male,65+,(2).(5),Morbidity,Pancreatic cancer,126,1302,1207,95,1437397.44,0.135947,0.135947,17.129322,177.002994,164.088029,12.914965,195409.8697
BC,2011,Male,65+,(2).(6),Morbidity,Laryngeal cancer,41,641,631,10,845220.453,0.301485,0.301485,12.360885,193.251885,190.237035,3.01485,254821.2883
BC,2011,Male,65+,(2).(7),Morbidity,Breast cancer,11,66,66,0,83831.2329,0,0,0,0,0,0,0
BC,2011,Male,65+,(3).(1),Morbidity,Diabetes,1110,17443,14796,2647,17518782.11,0.049135,0.049096,54.53985,857.061805,727.00146,130.060345,860785.3587
BC,2011,Male,65+,(4).(1),Morbidity,Alcoholic psychoses,265,3509,2566,943,2214688.12,1,1,265,3509,2566,943,2214688.12
BC,2011,Male,65+,(4).(2),Morbidity,Alcohol abuse,28,134,129,5,96070.7628,1,1,28,134,129,5,96070.7628
BC,2011,Male,65+,(4).(3),Morbidity,Alcohol dependence,52,820,505,315,456169.9076,1,1,52,820,505,315,456169.9076
BC,2011,Male,65+,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,11,193,67,126,126721.1296,1,1,11,193,67,126,126721.1296
BC,2011,Male,65+,(4).(5),Morbidity,Epilepsy,119,992,710,282,866473.001,0.266563,0.266563,31.720997,264.430496,189.25973,75.170766,230969.6426
BC,2011,Male,65+,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2011,Male,65+,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2011,Male,65+,(5).(1),Morbidity,Hypertension,122,656,514,142,730399.9818,0.193943,0.193943,23.661046,127.226608,99.686702,27.539906,141655.9637
BC,2011,Male,65+,(5).(2),Morbidity,Ischaemic heart disease,5678,36444,34610,1834,62697714.65,0.011983,-0.16037,68.039474,436.708452,414.73163,21.976822,751306.7146
BC,2011,Male,65+,(5).(3),Morbidity,Alcoholic cardiomypathy,5,71,71,0,51299.8623,1,1,5,71,71,0,51299.8623
BC,2011,Male,65+,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,1795,9720,8898,822,13734055.3,0.117179,0.117179,210.336305,1138.97988,1042.658742,96.321138,1609342.866
BC,2011,Male,65+,(5).(5),Morbidity,Haemorrhagic stroke,389,6458,5020,1438,6720468.074,0.209445,0.209445,81.474105,1352.59581,1051.4139,301.18191,1407568.436
BC,2011,Male,65+,(5).(6),Morbidity,Ischaemic stroke,1928,31945,23625,8320,27345785.56,-0.01547,-0.01547,-29.82616,-494.18915,-365.47875,-128.7104,-423039.3027
BC,2011,Male,65+,(5).(7),Morbidity,Oesophageal varices,15,73,71,2,88213.3876,0.525419,0.525419,7.881285,38.355587,37.304749,1.050838,46348.9899
BC,2011,Male,65+,(6).(1),Morbidity,Alcoholic gastritis,10,56,56,0,55991.4006,1,1,10,56,56,0,55991.4006
BC,2011,Male,65+,(6).(2),Morbidity,Liver cirrhosis,137,2121,1663,458,1956690.584,0.525419,0.525419,71.982403,1114.413699,873.771797,240.641902,1028082.41
BC,2011,Male,65+,(6).(3),Morbidity,Acute pancreatitis,309,2302,2268,34,2596426.98,0.395394,0.395394,122.176746,910.196988,896.753592,13.443396,1026611.649
BC,2011,Male,65+,(6).(4),Morbidity,Chronic pancreatitis,22,137,132,5,103152.1659,0.490688,0.490688,10.795136,67.224256,64.770816,2.45344,50615.52998
BC,2011,Male,65+,(6).(5),Morbidity,Alcohol-induced pancreatitis,32,276,270,6,287224.162,1,1,32,276,270,6,287224.162
BC,2011,Male,65+,(7).(1),Morbidity,Motor vehicle collisions,285,4072,3524,548,4826004.585,0.090189555,0.090189555,25.70402318,367.251868,317.8279918,49.42387614,435255.206
BC,2011,Male,65+,(8).(1),Morbidity,Falls,4042,72379,54368,18011,61222399.12,0.177273,0.177273,716.537466,12830.84247,9637.978464,3192.864003,10853078.36
BC,2011,Male,65+,(8).(2),Morbidity,Drowning,2,6,6,0,15425.64,0.177273,0.177273,0.354546,1.063638,1.063638,0,2734.54948
BC,2011,Male,65+,(8).(3),Morbidity,Fires,26,645,578,67,920392.087,0.177273,0.177273,4.609098,114.341085,102.463794,11.877291,163160.6664
BC,2011,Male,65+,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,184,1743,1451,292,1544402.483,0.177273,0.177273,32.618232,308.986839,257.223123,51.763716,273780.8614
BC,2011,Male,65+,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,2,4,4,0,5597.8431,1,1,2,4,4,0,5597.8431
BC,2011,Male,65+,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2011,Male,65+,(8).(6),Morbidity,Other unintentional injuries,557,8296,6440,1856,8297929.57,0.177273,0.177273,98.741061,1470.656808,1141.63812,329.018688,1470998.869
BC,2011,Male,65+,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,61,1209,814,395,812224.7268,0.211895,0.211895,12.925595,256.181055,172.48253,83.698525,172106.3585
BC,2011,Male,65+,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,2,11,11,0,7263.2921,1,1,2,11,11,0,7263.2921
BC,2011,Male,65+,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2011,Male,65+,(9).(3),Morbidity,Other intentional self-harm,20,417,331,86,239620.956,0.211895,0.211895,4.2379,88.360215,70.137245,18.22297,50774.48247
BC,2011,Male,65+,(9).(4),Morbidity,Assault / homicide,32,482,399,83,470754.331,0.211895,0.211895,6.78064,102.13339,84.546105,17.587285,99750.48897
BC,2011,Male,65+,(9).(5),Morbidity,Other intentional injury,2,9,9,0,10781.7897,0.211895,0.211895,0.42379,1.907055,1.907055,0,2284.607328
BC,2011,Male,65+,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2011,Male,65+,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
BC,2011,Male,65+,(A).(3),Morbidity,Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,15-34,(1).(1),Morbidity,Tuberculosis,11,273,273,0,198712.6363,0.246894,0.246894,2.715834,67.402062,67.402062,0,49060.95763
BC,2012,Female,15-34,(1).(2),Morbidity,HIV,18,271,245,26,283666.8888,0.025332,0.025332,0.455976,6.864972,6.20634,0.658632,7185.849627
BC,2012,Female,15-34,(1).(3),Morbidity,Lower respiratory tract infections,203,842,840,2,1193306.789,0.057915,0.057915,11.756745,48.76443,48.6486,0.11583,69110.36271
BC,2012,Female,15-34,(2).(1),Morbidity,Oral cavity and pharynx cancer,1,2,2,0,6290.8456,0.322954,0.322954,0.322954,0.645908,0.645908,0,2031.65375
BC,2012,Female,15-34,(2).(2),Morbidity,Oesaphageal cancer,2,12,12,0,13431.3608,0.372754,0.372754,0.745508,4.473048,4.473048,0,5006.593464
BC,2012,Female,15-34,(2).(3),Morbidity,Colorectal cancer,12,89,89,0,133392.8159,0.040562,0.040562,0.486744,3.610018,3.610018,0,5410.679399
BC,2012,Female,15-34,(2).(4),Morbidity,Liver cancer,2,25,25,0,40406.314,0.175191,0.175172,0.350382,4.379775,4.379775,0,7078.822556
BC,2012,Female,15-34,(2).(5),Morbidity,Pancreatic cancer,3,23,23,0,35184.9004,0.033764,0.033764,0.101292,0.776572,0.776572,0,1187.982977
BC,2012,Female,15-34,(2).(6),Morbidity,Laryngeal cancer,0,0,0,0,0,0.189461,0.189461,0,0,0,0,0
BC,2012,Female,15-34,(2).(7),Morbidity,Breast cancer,38,81,77,4,254442.0663,0.131953,0.131953,5.014214,10.688193,10.160381,0.527812,33574.39397
BC,2012,Female,15-34,(3).(1),Morbidity,Diabetes,55,193,186,7,247348.6394,-0.19756,-0.19756,-10.8658,-38.12908,-36.74616,-1.38292,-48866.1972
BC,2012,Female,15-34,(4).(1),Morbidity,Alcoholic psychoses,234,517,512,5,586887.9946,1,1,234,517,512,5,586887.9946
BC,2012,Female,15-34,(4).(2),Morbidity,Alcohol abuse,54,157,145,12,164674.6132,1,1,54,157,145,12,164674.6132
BC,2012,Female,15-34,(4).(3),Morbidity,Alcohol dependence,63,244,238,6,219701.9131,1,1,63,244,238,6,219701.9131
BC,2012,Female,15-34,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,15-34,(4).(5),Morbidity,Epilepsy,132,741,606,135,1007384.66,0.159749,0.159749,21.086868,118.374009,96.807894,21.566115,160928.6921
BC,2012,Female,15-34,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,15-34,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,15-34,(5).(1),Morbidity,Hypertension,9,48,48,0,40359.2252,0.09029,0.09029,0.81261,4.33392,4.33392,0,3644.034443
BC,2012,Female,15-34,(5).(2),Morbidity,Ischaemic heart disease,12,43,43,0,60286.0267,-0.13201,-0.13201,-1.58412,-5.67643,-5.67643,0,-7958.358385
BC,2012,Female,15-34,(5).(3),Morbidity,Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,15-34,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,54,111,111,0,291689.0462,0.071334,0.071334,3.852036,7.918074,7.918074,0,20807.34642
BC,2012,Female,15-34,(5).(5),Morbidity,Haemorrhagic stroke,25,139,139,0,360063.4347,-0.12073,-0.12073,-3.01825,-16.78147,-16.78147,0,-43470.45847
BC,2012,Female,15-34,(5).(6),Morbidity,Ischaemic stroke,21,164,164,0,217965.7536,-0.04592,-0.04592,-0.96432,-7.53088,-7.53088,0,-10008.98741
BC,2012,Female,15-34,(5).(7),Morbidity,Oesophageal varices,3,15,15,0,19151.0592,0.576108,0.576108,1.728324,8.64162,8.64162,0,11033.07841
BC,2012,Female,15-34,(6).(1),Morbidity,Alcoholic gastritis,7,13,13,0,17694.5643,1,1,7,13,13,0,17694.5643
BC,2012,Female,15-34,(6).(2),Morbidity,Liver cirrhosis,20,149,134,15,166450.5727,0.576108,0.576108,11.52216,85.840092,77.198472,8.64162,95893.50654
BC,2012,Female,15-34,(6).(3),Morbidity,Acute pancreatitis,164,748,748,0,735395.595,0.115442,0.115442,18.932488,86.350616,86.350616,0,84895.53828
BC,2012,Female,15-34,(6).(4),Morbidity,Chronic pancreatitis,18,360,360,0,450505.0298,0.306721,0.306721,5.520978,110.41956,110.41956,0,138179.3532
BC,2012,Female,15-34,(6).(5),Morbidity,Alcohol-induced pancreatitis,24,165,164,1,121817.5413,1,1,24,165,164,1,121817.5413
BC,2012,Female,15-34,(7).(1),Morbidity,Motor vehicle collisions,272,2902,2417,485,4813010.173,0.200016713,0.200016713,54.40454594,580.4485011,483.4403953,97.00810581,962682.4744
BC,2012,Female,15-34,(8).(1),Morbidity,Falls,374,1384,1360,24,2187484.113,0.185055,0.185055,69.21057,256.11612,251.6748,4.44132,404804.8725
BC,2012,Female,15-34,(8).(2),Morbidity,Drowning,1,3,3,0,4462.822,0.185055,0.185055,0.185055,0.555165,0.555165,0,825.8675252
BC,2012,Female,15-34,(8).(3),Morbidity,Fires,5,27,27,0,56544.6015,0.185055,0.185055,0.925275,4.996485,4.996485,0,10463.86123
BC,2012,Female,15-34,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,257,878,832,46,1166382.264,0.185055,0.185055,47.559135,162.47829,153.96576,8.51253,215844.8698
BC,2012,Female,15-34,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,10,29,29,0,64255.4326,1,1,10,29,29,0,64255.4326
BC,2012,Female,15-34,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,1,1,1,0,2041.91,1,1,1,1,1,0,2041.91
BC,2012,Female,15-34,(8).(6),Morbidity,Other unintentional injuries,321,1927,1847,80,3137978.742,0.185055,0.185055,59.402655,356.600985,341.796585,14.8044,580698.656
BC,2012,Female,15-34,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,678,3183,3160,23,3284819.053,0.233346,0.233346,158.208588,742.740318,737.37336,5.366958,766499.3866
BC,2012,Female,15-34,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,11,36,36,0,40154.5494,1,1,11,36,36,0,40154.5494
BC,2012,Female,15-34,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,15-34,(9).(3),Morbidity,Other intentional self-harm,73,1114,1022,92,1001099.323,0.233346,0.233346,17.034258,259.947444,238.479612,21.467832,233602.5226
BC,2012,Female,15-34,(9).(4),Morbidity,Assault / homicide,82,538,483,55,861378.1444,0.233346,0.233346,19.134372,125.540148,112.706118,12.83403,200999.1445
BC,2012,Female,15-34,(9).(5),Morbidity,Other intentional injury,1,30,30,0,10104.9346,0.233346,0.233346,0.233346,7.00038,7.00038,0,2357.946069
BC,2012,Female,15-34,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,15-34,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,15-34,(A).(3),Morbidity,Fetal alcohol syndrome,3,3,3,0,23455.8168,1,1,3,3,3,0,23455.8168
BC,2012,Female,35-64,(1).(1),Morbidity,Tuberculosis,17,723,664,59,853791.5671,0.206416,0.206416,3.509072,149.238768,137.060224,12.178544,176236.2401
BC,2012,Female,35-64,(1).(2),Morbidity,HIV,59,836,759,77,1046951.805,0.017109,0.017109,1.009431,14.303124,12.985731,1.317393,17912.29842
BC,2012,Female,35-64,(1).(3),Morbidity,Lower respiratory tract infections,858,5160,4944,216,5824673.113,0.049467,0.049467,42.442686,255.24972,244.564848,10.684872,288129.1049
BC,2012,Female,35-64,(2).(1),Morbidity,Oral cavity and pharynx cancer,25,262,262,0,390033.9681,0.282124,0.282124,7.0531,73.916488,73.916488,0,110037.9432
BC,2012,Female,35-64,(2).(2),Morbidity,Oesaphageal cancer,28,232,223,9,417889.0012,0.339059,0.339059,9.493652,78.661688,75.610157,3.051531,141689.0269
BC,2012,Female,35-64,(2).(3),Morbidity,Colorectal cancer,426,3764,3749,15,5320831.661,0.037995,0.037995,16.18587,143.01318,142.443255,0.569925,202164.999
BC,2012,Female,35-64,(2).(4),Morbidity,Liver cancer,44,448,441,7,816183.3288,0.212954,0.212942,9.369976,95.403392,93.912714,1.490678,173809.5046
BC,2012,Female,35-64,(2).(5),Morbidity,Pancreatic cancer,54,672,652,20,906729.1266,0.035499,0.035499,1.916946,23.855328,23.145348,0.70998,32187.97727
BC,2012,Female,35-64,(2).(6),Morbidity,Laryngeal cancer,7,259,188,71,397449.3308,0.171418,0.171418,1.199926,44.397262,32.226584,12.170678,68129.96939
BC,2012,Female,35-64,(2).(7),Morbidity,Breast cancer,1078,2245,2185,60,6635067.642,0.113499,0.113499,122.351922,254.805255,247.995315,6.80994,753073.5424
BC,2012,Female,35-64,(3).(1),Morbidity,Diabetes,543,4615,4418,197,5294689.787,-0.18195,-0.18195,-98.79885,-839.69925,-803.8551,-35.84415,-963368.8067
BC,2012,Female,35-64,(4).(1),Morbidity,Alcoholic psychoses,596,3139,2602,537,2523238.358,1,1,596,3139,2602,537,2523238.358
BC,2012,Female,35-64,(4).(2),Morbidity,Alcohol abuse,92,328,328,0,292765.6638,1,1,92,328,328,0,292765.6638
BC,2012,Female,35-64,(4).(3),Morbidity,Alcohol dependence,206,1155,1092,63,822660.6193,1,1,206,1155,1092,63,822660.6193
BC,2012,Female,35-64,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,5,88,75,13,47779.5188,1,1,5,88,75,13,47779.5188
BC,2012,Female,35-64,(4).(5),Morbidity,Epilepsy,221,1457,1305,152,1944849.258,0.13483,0.13483,29.79743,196.44731,175.95315,20.49416,262224.0254
BC,2012,Female,35-64,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,35-64,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,35-64,(5).(1),Morbidity,Hypertension,94,362,362,0,428353.3202,0.070897,0.070897,6.664318,25.664714,25.664714,0,30368.96534
BC,2012,Female,35-64,(5).(2),Morbidity,Ischaemic heart disease,1145,5494,5304,190,10778131.49,-0.21023,-0.21023,-240.71335,-1155.00362,-1115.05992,-39.9437,-2265886.583
BC,2012,Female,35-64,(5).(3),Morbidity,Alcoholic cardiomypathy,2,9,9,0,11515.7899,1,1,2,9,9,0,11515.7899
BC,2012,Female,35-64,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,542,1884,1880,4,3246879.412,0.061468,0.061468,33.315656,115.805712,115.55984,0.245872,199579.1837
BC,2012,Female,35-64,(5).(5),Morbidity,Haemorrhagic stroke,194,3424,3042,382,6131281.653,-0.13081,-0.13081,-25.37714,-447.89344,-397.92402,-49.96942,-802032.953
BC,2012,Female,35-64,(5).(6),Morbidity,Ischaemic stroke,383,3493,3154,339,4450944.996,-0.07759,-0.07759,-29.71697,-271.02187,-244.71886,-26.30301,-345348.8222
BC,2012,Female,35-64,(5).(7),Morbidity,Oesophageal varices,13,36,36,0,71459.4923,0.573467,0.573467,7.455071,20.644812,20.644812,0,40979.66067
BC,2012,Female,35-64,(6).(1),Morbidity,Alcoholic gastritis,45,139,139,0,163466.9784,1,1,45,139,139,0,163466.9784
BC,2012,Female,35-64,(6).(2),Morbidity,Liver cirrhosis,249,2851,2502,349,3192028.03,0.573467,0.573467,142.793283,1634.954417,1434.814434,200.139983,1830522.738
BC,2012,Female,35-64,(6).(3),Morbidity,Acute pancreatitis,496,2954,2932,22,3009470.905,0.119825,0.119825,59.4332,353.96305,351.3269,2.63615,360609.8512
BC,2012,Female,35-64,(6).(4),Morbidity,Chronic pancreatitis,92,777,744,33,676666.3097,0.306179,0.306179,28.168468,237.901083,227.797176,10.103907,207181.014
BC,2012,Female,35-64,(6).(5),Morbidity,Alcohol-induced pancreatitis,130,881,875,6,792067.5707,1,1,130,881,875,6,792067.5707
BC,2012,Female,35-64,(7).(1),Morbidity,Motor vehicle collisions,411,4493,4124,369,6269054.099,0.161827751,0.161827751,66.51120566,727.0920852,667.3776451,59.71444012,1014506.926
BC,2012,Female,35-64,(8).(1),Morbidity,Falls,2141,16492,13832,2660,19832124.34,0.126427,0.126427,270.680207,2085.034084,1748.738264,336.29582,2507315.984
BC,2012,Female,35-64,(8).(2),Morbidity,Drowning,5,9,9,0,18049.8968,0.126427,0.126427,0.632135,1.137843,1.137843,0,2281.994303
BC,2012,Female,35-64,(8).(3),Morbidity,Fires,9,172,172,0,818073.1728,0.126427,0.126427,1.137843,21.745444,21.745444,0,103426.537
BC,2012,Female,35-64,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,377,2236,2074,162,2869439.499,0.126427,0.126427,47.662979,282.690772,262.209598,20.481174,362774.6276
BC,2012,Female,35-64,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,21,76,76,0,117830.8327,1,1,21,76,76,0,117830.8327
BC,2012,Female,35-64,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,4,14,14,0,21963.6886,1,1,4,14,14,0,21963.6886
BC,2012,Female,35-64,(8).(6),Morbidity,Other unintentional injuries,556,3688,3314,374,5400297.71,0.126427,0.126427,70.293412,466.262776,418.979078,47.283698,682743.4385
BC,2012,Female,35-64,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,720,4495,4329,166,4041652.128,0.158507,0.158507,114.12504,712.488965,686.176803,26.312162,640630.1539
BC,2012,Female,35-64,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,22,99,94,5,135739.7398,1,1,22,99,94,5,135739.7398
BC,2012,Female,35-64,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,1,2,2,0,2443.5432,1,1,1,2,2,0,2443.5432
BC,2012,Female,35-64,(9).(3),Morbidity,Other intentional self-harm,61,782,693,89,983978.1054,0.158507,0.158507,9.668927,123.952474,109.845351,14.107123,155967.4176
BC,2012,Female,35-64,(9).(4),Morbidity,Assault / homicide,61,183,183,0,286372.7244,0.158507,0.158507,9.668927,29.006781,29.006781,0,45392.08143
BC,2012,Female,35-64,(9).(5),Morbidity,Other intentional injury,1,3,3,0,7114.0732,0.158507,0.158507,0.158507,0.475521,0.475521,0,1127.630401
BC,2012,Female,35-64,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,35-64,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,35-64,(A).(3),Morbidity,Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,65+,(1).(1),Morbidity,Tuberculosis,15,641,556,85,540346.2247,0.119045,0.119045,1.785675,76.307845,66.18902,10.118825,64325.51632
BC,2012,Female,65+,(1).(2),Morbidity,HIV,1,1,1,0,1416.116,0.005039,0.005039,0.005039,0.005039,0.005039,0,7.135808524
BC,2012,Female,65+,(1).(3),Morbidity,Lower respiratory tract infections,2376,23051,20416,2635,19606090.04,0.028803,0.028803,68.435928,663.937953,588.042048,75.895905,564714.2116
BC,2012,Female,65+,(2).(1),Morbidity,Oral cavity and pharynx cancer,32,431,394,37,559560.7151,0.187539,0.187539,6.001248,80.829309,73.890366,6.938943,104939.4569
BC,2012,Female,65+,(2).(2),Morbidity,Oesaphageal cancer,39,624,597,27,673265.7976,0.241193,0.241193,9.406527,150.504432,143.992221,6.512211,162386.9975
BC,2012,Female,65+,(2).(3),Morbidity,Colorectal cancer,911,11011,10381,630,14179198.6,0.029613,0.029613,26.977443,326.068743,307.412553,18.65619,419888.608
BC,2012,Female,65+,(2).(4),Morbidity,Liver cancer,75,855,813,42,977720.3358,0.26232,0.262316,19.674,224.2836,213.26616,11.01744,256475.5985
BC,2012,Female,65+,(2).(5),Morbidity,Pancreatic cancer,118,1974,1761,213,1961811.96,0.035522,0.035522,4.191596,70.120428,62.554242,7.566186,69687.48445
BC,2012,Female,65+,(2).(6),Morbidity,Laryngeal cancer,9,193,189,4,237775.278,0.125017,0.125017,1.125153,24.128281,23.628213,0.500068,29725.95193
BC,2012,Female,65+,(2).(7),Morbidity,Breast cancer,861,2526,2079,447,4874891.858,0.070131,0.070131,60.382791,177.150906,145.802349,31.348557,341881.0409
BC,2012,Female,65+,(3).(1),Morbidity,Diabetes,767,10960,8742,2218,10394996.12,-0.10687,-0.10687,-81.96929,-1171.2952,-934.25754,-237.03766,-1110913.235
BC,2012,Female,65+,(4).(1),Morbidity,Alcoholic psychoses,119,1253,704,549,802913.7587,1,1,119,1253,704,549,802913.7587
BC,2012,Female,65+,(4).(2),Morbidity,Alcohol abuse,14,136,76,60,84951.2208,1,1,14,136,76,60,84951.2208
BC,2012,Female,65+,(4).(3),Morbidity,Alcohol dependence,18,215,112,103,133023.3,1,1,18,215,112,103,133023.3
BC,2012,Female,65+,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,1,2,2,0,4707.8512,1,1,1,2,2,0,4707.8512
BC,2012,Female,65+,(4).(5),Morbidity,Epilepsy,146,1426,1163,263,1410450.646,0.078122,0.078122,11.405812,111.401972,90.855886,20.546086,110187.2254
BC,2012,Female,65+,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,65+,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,65+,(5).(1),Morbidity,Hypertension,281,1956,1458,498,1825104.26,0.036675,0.036675,10.305675,71.7363,53.47215,18.26415,66935.69874
BC,2012,Female,65+,(5).(2),Morbidity,Ischaemic heart disease,3265,21444,19307,2137,30207160.46,-0.20111,-0.20111,-656.62415,-4312.60284,-3882.83077,-429.77207,-6074962.04
BC,2012,Female,65+,(5).(3),Morbidity,Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
BC,2012,Female,65+,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,2005,11441,10481,960,14067917.17,0.037251,0.037251,74.688255,426.188691,390.427731,35.76096,524043.9824
